CustomerID,total_spent,num_invoices,num_items,num_products,first_purchase,last_purchase,country,purchase_span_days
12406,3415.3,2,1818,92,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,161
12407,1708.12,5,1416,57,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,214
12408,2888.55,5,1409,81,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,227
12409,11072.67,3,5551,91,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,103
12410,693.33,2,211,26,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,0
12412,1226.88,3,829,43,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,94
12413,758.1,3,286,29,2011-01-06 16:12:00,2011-10-04 09:00:00,France,270
12414,562.4100000000001,3,300,16,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,93
12415,124914.53,21,77374,444,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,313
12417,3649.1,9,1552,158,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,354
12418,668.58,1,407,34,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,0
12420,600.39,1,345,29,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,0
12421,807.04,4,484,32,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,303
12422,803.5600000000001,3,370,39,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,229
12423,1859.31,8,1339,97,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,352
12424,1760.96,2,740,30,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,0
12425,777.2,1,496,36,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,0
12426,582.73,1,258,30,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,0
12427,825.8000000000001,3,533,26,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,349
12428,7956.46,9,3536,258,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,257
12429,3750.4,4,1557,82,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,356
12430,256.4,1,117,11,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,0
12431,6487.45,15,2906,163,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,338
12432,5059.32,5,1801,107,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,129
12433,13375.87,7,11071,219,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,372
12434,806.14,2,394,46,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,175
12435,7829.89,2,2055,31,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,188
12436,509.01,1,211,16,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,0
12437,4951.41,18,2922,118,2011-01-12 14:13:00,2011-12-08 11:35:00,France,329
12438,2906.85,2,1180,84,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,125
12441,173.55,1,121,11,2010-12-08 10:45:00,2010-12-08 10:45:00,France,0
12442,172.06,1,182,12,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,0
12444,5005.46,5,1153,138,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,149
12445,133.4,1,62,4,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,0
12446,1002.3100000000001,1,351,57,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,0
12447,476.49,1,190,26,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,0
12448,449.45,1,243,22,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,0
12449,4067.29,4,1553,118,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,164
12450,197.88,2,128,7,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,17
12451,9035.52,5,6575,265,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,313
12452,430.57000000000005,2,185,21,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,0
12453,707.09,1,473,43,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,0
12454,3528.34,1,1006,15,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,0
12455,2466.86,6,2089,85,2011-02-16 09:56:00,2011-09-27 15:31:00,Spain,223
12456,3181.04,3,1633,105,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,210
12457,2363.23,7,843,53,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,172
12458,947.4,2,506,35,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,213
12461,826.88,2,287,35,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,60
12462,1189.59,2,536,51,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,284
12463,1344.78,4,776,65,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,188
12464,1212.05,8,112,6,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,299
12465,742.19,2,479,46,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,152
12468,729.54,2,366,36,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,128
12471,19824.05,30,8212,150,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,362
12472,6572.11,7,4148,219,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,336
12473,3938.55,5,2439,140,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,162
12474,7375.79,18,4847,253,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,312
12475,723.38,1,535,36,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,0
12476,6816.42,11,2408,177,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,345
12477,13219.74,6,3653,191,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,278
12478,680.99,1,236,36,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,0
12479,527.2,1,385,31,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,0
12480,3281.63,4,1707,129,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,307
12481,5596.32,10,3304,150,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,342
12483,2484.98,8,1110,46,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,322
12484,4541.72,6,2191,256,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,303
12488,1298.66,3,529,46,2011-09-25 10:34:00,2011-11-30 08:50:00,France,65
12489,334.93,1,105,15,2011-01-07 13:13:00,2011-01-07 13:13:00,France,0
12490,5417.93,10,3064,131,2011-01-14 09:13:00,2011-12-04 16:07:00,France,324
12491,460.40000000000003,1,260,25,2011-11-01 12:18:00,2011-11-01 12:18:00,France,0
12492,263.21000000000004,2,192,19,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,42
12493,433.74,2,207,20,2011-05-26 14:53:00,2011-06-27 10:17:00,France,31
12494,1246.1,7,707,63,2010-12-09 11:31:00,2011-11-24 09:34:00,France,349
12497,1043.1,1,1236,14,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,0
12498,403.70000000000005,3,159,21,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,36
12500,4257.82,11,2678,34,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,310
12501,2169.39,1,1783,149,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,0
12502,3723.87,5,820,102,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,214
12504,482.04999999999995,2,90,6,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,12
12506,73.5,1,23,23,2011-04-21 08:54:00,2011-04-21 08:54:00,France,0
12507,1304.81,3,894,19,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,164
12508,398.27,2,272,57,2011-11-10 16:27:00,2011-11-13 15:37:00,France,2
12509,176.5,1,55,7,2011-02-28 14:45:00,2011-02-28 14:45:00,France,0
12510,982.5699999999999,2,353,29,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,182
12512,138.03,2,99,31,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,0
12513,612.29,1,462,35,2011-08-19 10:51:00,2011-08-19 10:51:00,France,0
12514,1017.6800000000001,1,440,51,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,0
12515,383.7,1,131,16,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,0
12516,1312.06,2,875,20,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,102
12517,2502.84,5,1371,232,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,161
12518,2056.89,5,1318,84,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,109
12519,340.84000000000003,1,183,17,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,0
12520,2634.26,5,1439,121,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,194
12521,599.68,1,309,38,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,0
12522,192.72,2,194,11,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,12
12523,1789.77,11,865,84,2011-01-12 09:43:00,2011-11-20 12:55:00,France,312
12524,4485.72,8,3699,113,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany,324
12526,1316.66,3,632,64,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,93
12527,348.71000000000004,3,234,18,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany,243
12528,1933.48,6,756,50,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,303
12530,1662.28,4,913,51,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany,277
12531,125.22,1,45,17,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany,0
12532,349.83000000000004,1,153,16,2011-11-09 13:47:00,2011-11-09 13:47:00,France,0
12534,1089.18,1,651,63,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,0
12535,716.35,2,219,28,2011-06-06 12:47:00,2011-09-09 08:48:00,France,94
12536,12601.830000000002,3,2803,260,2011-10-11 14:52:00,2011-10-27 14:20:00,France,15
12538,363.95,1,191,21,2011-11-10 17:16:00,2011-11-10 17:16:00,Spain,0
12539,5568.35,4,2067,157,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain,311
12540,13400.24,17,6685,277,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain,342
12541,981.18,3,680,46,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,251
12544,372.7,1,136,19,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,0
12545,1000.39,2,523,42,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,184
12546,1161.5,2,633,59,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,31
12547,207.8,2,134,7,2011-03-04 12:46:00,2011-05-26 12:38:00,Spain,82
12548,95.19999999999999,1,49,5,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain,0
12550,964.83,1,569,57,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain,0
12551,168.0,1,100,10,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain,0
12552,437.82,2,88,20,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy,0
12553,3692.28,10,1965,95,2011-01-14 10:42:00,2011-12-01 16:38:00,France,321
12556,603.71,2,358,100,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain,100
12557,11990.960000000001,5,4384,15,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain,355
12558,269.96,1,196,11,2011-12-02 10:41:00,2011-12-02 10:41:00,USA,0
12559,561.71,2,283,21,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany,8
12560,2134.01,3,1110,91,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany,137
12561,238.85,1,177,16,2011-02-10 11:39:00,2011-02-10 11:39:00,Germany,0
12562,3781.7400000000002,7,1779,99,2011-05-25 12:44:00,2011-12-01 17:20:00,France,190
12564,456.90000000000003,1,133,21,2011-03-23 14:55:00,2011-03-23 14:55:00,France,0
12565,145.92000000000002,1,80,9,2011-02-24 10:34:00,2011-02-24 10:34:00,Saudi Arabia,0
12566,351.65,1,265,19,2011-09-14 14:30:00,2011-09-14 14:30:00,Germany,0
12567,9401.28,10,4305,323,2010-12-05 11:57:00,2011-11-17 11:02:00,France,346
12569,4124.6900000000005,32,1801,92,2011-04-01 13:47:00,2011-12-07 16:24:00,Germany,250
12571,519.61,2,523,31,2011-08-10 12:35:00,2011-10-31 10:19:00,France,81
12572,1020.4200000000001,2,452,53,2011-10-19 08:20:00,2011-12-01 09:20:00,Germany,43
12573,160.54000000000002,1,84,26,2011-04-26 15:52:00,2011-04-26 15:52:00,France,0
12574,218.45000000000002,1,61,11,2011-01-28 09:20:00,2011-01-28 09:20:00,France,0
12576,1315.83,5,967,72,2011-02-08 11:31:00,2011-11-04 10:11:00,Poland,268
12577,657.8,3,472,137,2010-12-15 16:21:00,2011-11-04 13:24:00,France,323
12578,2794.51,2,1196,111,2011-01-13 15:34:00,2011-11-18 13:30:00,Italy,308
12579,440.42,1,285,29,2011-09-22 17:15:00,2011-09-22 17:15:00,France,0
12580,415.7,1,238,24,2011-04-07 10:24:00,2011-04-07 10:24:00,Germany,0
12581,197.71,1,161,15,2011-10-31 08:56:00,2011-10-31 08:56:00,Germany,0
12582,511.36,2,300,21,2011-02-24 11:42:00,2011-04-15 08:45:00,Finland,49
12583,7281.38,15,5060,115,2010-12-01 08:45:00,2011-12-07 08:07:00,France,370
12584,2338.15,9,416,44,2011-03-04 15:15:00,2011-12-06 09:35:00,Italy,276
12585,2040.1,2,1279,77,2010-12-23 12:58:00,2011-04-19 13:39:00,Germany,117
12586,196.94000000000003,1,79,11,2011-11-22 16:24:00,2011-11-22 16:24:00,Italy,0
12587,144.0,1,51,4,2011-12-02 12:47:00,2011-12-02 12:47:00,Finland,0
12588,214.89999999999998,1,53,10,2011-10-31 15:01:00,2011-10-31 15:01:00,Finland,0
12589,646.68,2,306,29,2011-07-18 12:05:00,2011-11-11 10:19:00,France,115
12590,9864.26,2,4283,68,2011-05-12 14:46:00,2011-05-12 14:52:00,Germany,0
12591,452.84999999999997,1,228,26,2011-01-26 14:35:00,2011-01-26 14:35:00,Italy,0
12592,437.6,2,290,11,2011-05-10 13:44:00,2011-09-08 15:04:00,Germany,121
12593,418.1,3,206,14,2011-05-05 09:29:00,2011-08-23 12:43:00,France,110
12594,3338.2200000000003,10,1777,50,2011-01-21 09:52:00,2011-11-02 12:20:00,Italy,285
12596,618.27,2,474,25,2011-04-11 13:22:00,2011-10-19 13:02:00,Spain,190
12597,3811.22,4,2236,184,2011-03-16 14:00:00,2011-11-20 13:33:00,Spain,248
12598,3023.08,8,1964,84,2011-02-28 11:58:00,2011-11-30 12:18:00,France,275
12599,1032.58,7,956,32,2011-02-08 13:28:00,2011-11-10 13:34:00,France,275
12600,2599.04,10,774,32,2010-12-03 12:57:00,2011-11-11 10:29:00,Germany,342
12601,577.0600000000001,5,245,21,2011-01-11 10:38:00,2011-06-03 10:17:00,Germany,142
12602,153.12,1,162,12,2011-10-12 11:22:00,2011-10-12 11:22:00,France,0
12603,739.1999999999999,1,63,2,2011-11-18 10:42:00,2011-11-18 10:42:00,Germany,0
12604,254.18,2,201,15,2011-03-23 12:06:00,2011-09-21 14:08:00,France,182
12607,1579.51,1,1228,101,2011-10-10 16:06:00,2011-10-10 16:06:00,USA,0
12609,1126.85,3,648,57,2011-01-25 15:13:00,2011-09-22 16:34:00,Germany,240
12610,2099.54,5,1049,85,2011-08-05 13:52:00,2011-11-17 09:34:00,Italy,103
12611,1193.32,1,846,65,2011-10-18 13:12:00,2011-10-18 13:12:00,Italy,0
12612,704.04,1,262,19,2011-09-26 15:35:00,2011-09-26 15:35:00,Germany,0
12613,3344.38,5,1644,124,2011-03-22 15:42:00,2011-10-13 14:59:00,Germany,204
12614,315.6,1,76,20,2011-03-07 10:22:00,2011-03-07 10:22:00,Germany,0
12615,2291.19,4,1376,82,2011-06-24 13:35:00,2011-12-07 15:02:00,France,166
12616,713.3,2,284,25,2011-02-15 14:17:00,2011-09-05 15:17:00,France,202
12617,355.53000000000003,1,213,39,2011-11-10 14:39:00,2011-11-10 14:39:00,France,0
12618,177.31,1,96,11,2011-11-18 11:10:00,2011-11-18 11:10:00,Italy,0
12619,3641.24,9,3378,50,2011-03-31 13:10:00,2011-11-23 14:52:00,Germany,237
12620,1339.41,3,1181,89,2011-05-19 12:10:00,2011-11-25 10:20:00,France,189
12621,13689.67,20,7440,261,2010-12-09 10:16:00,2011-12-08 11:25:00,Germany,364
12622,180.1,1,69,11,2011-04-21 16:39:00,2011-04-21 16:39:00,Germany,0
12623,305.1,1,191,18,2011-03-08 13:50:00,2011-03-08 13:50:00,Germany,0
12624,641.13,2,355,36,2011-06-15 12:34:00,2011-08-25 15:04:00,France,71
12625,2683.82,2,1612,73,2011-01-24 13:27:00,2011-05-12 09:54:00,Germany,107
12626,6620.4800000000005,9,3453,232,2011-01-17 11:01:00,2011-11-16 16:06:00,Germany,303
12627,4478.53,7,2752,162,2011-07-22 13:59:00,2011-11-29 12:07:00,Germany,129
12628,786.46,3,448,34,2011-10-06 09:28:00,2011-12-05 13:15:00,Germany,60
12630,1270.88,2,548,60,2011-10-27 10:41:00,2011-11-30 10:48:00,Finland,34
12631,640.5,1,236,31,2011-10-13 13:53:00,2011-10-13 13:53:00,Finland,0
12633,2163.98,4,1162,73,2011-02-25 08:44:00,2011-10-12 11:40:00,Germany,229
12635,1689.18,2,1172,96,2011-07-08 08:43:00,2011-09-11 11:04:00,Germany,65
12637,6021.9,8,3002,205,2011-01-20 10:47:00,2011-10-03 13:46:00,France,256
12638,671.69,1,577,39,2011-11-06 13:11:00,2011-11-06 13:11:00,Sweden,0
12639,486.1,1,201,22,2011-04-15 12:48:00,2011-04-15 12:48:00,Sweden,0
12640,1174.58,3,311,47,2011-09-19 12:01:00,2011-11-16 11:52:00,France,57
12641,185.9,1,72,10,2011-08-16 13:26:00,2011-08-16 13:26:00,Sweden,0
12642,1013.26,3,552,39,2011-08-24 09:23:00,2011-11-14 15:03:00,Germany,82
12643,3344.64,6,1808,11,2011-01-11 11:48:00,2011-08-03 12:56:00,France,204
12644,477.90999999999997,1,325,31,2011-08-02 10:33:00,2011-08-02 10:33:00,Germany,0
12645,1775.18,4,1084,58,2011-01-27 13:08:00,2011-11-06 12:38:00,Germany,282
12646,1346.97,2,897,43,2011-10-21 12:52:00,2011-12-05 10:14:00,USA,44
12647,3722.82,12,1431,78,2010-12-05 14:02:00,2011-11-17 12:56:00,Germany,346
12648,318.05,1,160,21,2011-07-08 11:55:00,2011-07-08 11:55:00,Germany,0
12649,623.51,3,586,28,2011-05-11 14:37:00,2011-08-24 14:41:00,Germany,105
12650,314.44,1,254,20,2011-12-06 16:34:00,2011-12-06 16:34:00,France,0
12651,114.0,1,78,9,2011-01-09 12:46:00,2011-01-09 12:46:00,France,0
12652,919.98,1,505,48,2011-01-12 15:00:00,2011-01-12 15:00:00,France,0
12653,2209.85,2,919,37,2011-02-16 10:53:00,2011-07-14 10:41:00,Israel,147
12654,601.98,5,264,31,2011-02-17 13:16:00,2011-11-29 10:10:00,Germany,284
12656,4051.17,5,1723,89,2011-04-20 09:20:00,2011-11-22 13:42:00,France,216
12657,1643.18,4,1044,35,2011-09-22 11:40:00,2011-11-28 15:47:00,France,67
12658,686.05,1,320,36,2011-11-21 10:22:00,2011-11-21 10:22:00,Germany,0
12659,91.68,1,105,5,2011-11-10 11:53:00,2011-11-10 11:53:00,France,0
12660,245.10000000000002,1,127,13,2011-11-28 13:26:00,2011-11-28 13:26:00,France,0
12662,3849.78,11,2058,129,2010-12-01 13:04:00,2011-12-09 11:59:00,Germany,372
12664,4881.88,9,1203,10,2011-01-21 11:42:00,2011-12-01 17:07:00,Finland,314
12665,63.0,1,37,3,2011-01-19 08:34:00,2011-01-19 08:34:00,Germany,0
12667,620.13,1,395,33,2011-10-12 17:00:00,2011-10-12 17:00:00,Finland,0
12668,3807.15,4,1634,115,2010-12-19 12:46:00,2011-11-28 10:56:00,Germany,343
12669,2744.0299999999997,3,1115,98,2011-03-28 10:15:00,2011-07-12 09:54:00,France,105
12670,2996.05,5,1397,58,2011-04-21 10:16:00,2011-11-29 15:23:00,France,222
12672,225.9,1,78,10,2011-01-14 09:20:00,2011-01-14 09:20:00,France,0
12673,610.52,2,351,42,2011-01-17 11:46:00,2011-12-04 13:55:00,Germany,321
12674,1970.6,4,1133,52,2011-05-16 09:10:00,2011-11-01 12:12:00,France,169
12676,1331.39,6,670,33,2011-02-01 15:41:00,2011-11-15 12:25:00,Sweden,286
12678,17628.46,12,10923,105,2010-12-21 11:00:00,2011-10-28 13:04:00,France,311
12679,1113.02,4,554,43,2011-03-01 12:26:00,2011-10-12 12:30:00,France,225
12680,862.81,4,443,33,2011-08-18 15:44:00,2011-12-09 12:50:00,France,112
12681,13787.54,22,7536,267,2010-12-07 10:08:00,2011-11-25 11:33:00,France,353
12682,12288.22,31,5575,209,2010-12-03 13:59:00,2011-12-06 10:00:00,France,367
12683,8476.57,15,4987,177,2010-12-09 10:37:00,2011-12-05 16:31:00,France,361
12684,2283.63,7,1985,61,2011-05-10 12:55:00,2011-12-02 09:53:00,France,205
12685,2863.08,6,1523,117,2011-09-07 10:28:00,2011-11-11 13:46:00,France,65
12686,89.14,1,107,7,2010-12-03 09:51:00,2010-12-03 09:51:00,France,0
12688,4873.81,1,3028,171,2011-08-18 08:49:00,2011-08-18 08:49:00,Israel,0
12689,1247.6100000000001,2,628,57,2011-08-04 10:04:00,2011-11-14 08:31:00,France,101
12690,389.01,1,106,16,2011-05-18 09:09:00,2011-05-18 09:09:00,France,0
12691,1035.8,6,394,21,2010-12-17 14:46:00,2011-11-11 16:49:00,France,329
12693,855.91,4,255,35,2011-01-24 12:58:00,2011-08-04 17:51:00,Germany,192
12694,869.67,2,509,32,2011-06-09 17:48:00,2011-09-30 13:06:00,France,112
12695,582.1,4,220,23,2011-05-13 13:15:00,2011-12-02 13:22:00,France,203
12697,957.59,3,508,37,2011-06-23 15:44:00,2011-11-11 08:47:00,Sweden,140
12700,4939.99,4,2967,193,2011-05-08 16:10:00,2011-12-02 10:47:00,France,207
12701,797.71,2,678,50,2011-04-11 13:02:00,2011-09-21 10:47:00,Germany,162
12702,219.0,1,53,12,2011-11-20 10:36:00,2011-11-20 10:36:00,Germany,0
12703,283.55,1,164,21,2011-09-29 17:52:00,2011-09-29 17:52:00,Germany,0
12704,2340.84,8,1006,64,2011-06-23 10:20:00,2011-12-02 13:15:00,Finland,162
12705,6868.29,9,3997,228,2010-12-17 15:58:00,2011-11-24 13:17:00,Germany,341
12707,603.42,1,256,33,2011-02-21 08:38:00,2011-02-21 08:38:00,France,0
12708,2712.91,10,1307,86,2010-12-06 10:43:00,2011-11-10 09:52:00,Germany,338
12709,9736.52,15,3936,93,2010-12-08 09:49:00,2011-11-24 15:38:00,Germany,351
12710,1149.02,3,851,75,2011-05-22 14:05:00,2011-09-04 12:00:00,Germany,104
12712,4396.13,13,1062,58,2010-12-03 14:30:00,2011-11-11 08:19:00,Germany,342
12713,848.55,1,508,38,2011-12-09 12:16:00,2011-12-09 12:16:00,Germany,0
12714,4708.86,5,3069,216,2011-02-18 10:53:00,2011-11-30 15:43:00,France,285
12715,353.86,1,197,20,2011-08-25 15:22:00,2011-08-25 15:22:00,Sweden,0
