T,ActionApplied,Q_star,TotalSpent
18,loyalty,455.84397498875376,594.8349684273685
19,voucher,432.2547236479853,352.9588536928226
19,freeship,164.67218067244525,71.60997154380567
19,combo,187.63917322907662,219.1202162558649
19,flashsale,642.0401263229236,822.008846502934
19,loyalty,455.84397498875376,677.5947123876664
20,voucher,432.2547236479853,346.26291294187774
20,freeship,164.67218067244525,227.08367495445634
20,combo,187.63917322907662,235.02818093101456
20,flashsale,642.0401263229236,615.601932218582
20,loyalty,455.84397498875376,471.01093229585473
21,voucher,432.2547236479853,496.3950805992552
21,freeship,164.67218067244525,159.37955348357704
21,combo,187.63917322907662,81.74457766053067
21,flashsale,642.0401263229236,580.7959203915597
21,loyalty,455.84397498875376,504.45694099343524
22,voucher,432.2547236479853,305.8440162621592
22,freeship,164.67218067244525,223.7063229295047
22,combo,187.63917322907662,139.21457780363616
22,flashsale,642.0401263229236,674.0551567121859
22,loyalty,455.84397498875376,422.76724682585404
23,voucher,432.2547236479853,368.04303038745144
23,freeship,164.67218067244525,-5.218943178598209
23,combo,187.63917322907662,94.06140584729374
23,flashsale,642.0401263229236,690.6517626176154
23,loyalty,455.84397498875376,557.5593138456828
24,voucher,432.2547236479853,470.4302332154818
24,freeship,164.67218067244525,118.15331371629381
24,combo,187.63917322907662,104.20355030196008
24,flashsale,642.0401263229236,643.7960674874112
24,loyalty,455.84397498875376,493.59247833609624
25,voucher,432.2547236479853,422.11596054817693
25,freeship,164.67218067244525,314.47531787836544
25,combo,187.63917322907662,183.3437927686067
25,flashsale,642.0401263229236,548.3732910619348
25,loyalty,455.84397498875376,451.24839150062843
26,voucher,432.2547236479853,324.6928114841984
26,freeship,164.67218067244525,17.320658868055602
26,combo,187.63917322907662,276.6411910285925
26,flashsale,642.0401263229236,606.4811058804178
26,loyalty,455.84397498875376,428.71661259882865
27,voucher,432.2547236479853,472.65208807814685
27,freeship,164.67218067244525,-3.027885445769016
27,combo,187.63917322907662,307.35205249214897
27,flashsale,642.0401263229236,611.0210607352006
27,loyalty,455.84397498875376,523.8919308516862
28,voucher,432.2547236479853,615.9832289191168
28,freeship,164.67218067244525,202.6172913031115
28,combo,187.63917322907662,189.73247156818942
28,flashsale,642.0401263229236,829.6807828925819
28,loyalty,455.84397498875376,663.9238496150851
29,voucher,432.2547236479853,313.8166759303381
29,freeship,164.67218067244525,159.41429294406828
29,combo,187.63917322907662,211.80253169862206
29,flashsale,642.0401263229236,499.77167957083645
29,loyalty,455.84397498875376,354.9674421961431
30,voucher,432.2547236479853,379.5892407481716
30,freeship,164.67218067244525,110.59558697124513
30,combo,187.63917322907662,272.7271995701322
30,flashsale,642.0401263229236,663.506086479725
30,loyalty,455.84397498875376,388.0667479949687
31,voucher,432.2547236479853,527.234580897159
31,freeship,164.67218067244525,230.46136431195242
31,combo,187.63917322907662,116.40223278033085
31,flashsale,642.0401263229236,675.424753219477
31,loyalty,455.84397498875376,398.57481432449714
32,voucher,432.2547236479853,333.9652517651996
32,freeship,164.67218067244525,101.47211836102596
32,combo,187.63917322907662,60.92827755502968
32,flashsale,642.0401263229236,551.1849057482443
32,loyalty,455.84397498875376,438.7440310874053
33,voucher,432.2547236479853,283.4597162791366
33,freeship,164.67218067244525,186.59247866597877
33,combo,187.63917322907662,190.04303622548113
33,flashsale,642.0401263229236,744.859467669304
33,loyalty,455.84397498875376,544.0120506072525
34,voucher,432.2547236479853,534.3221546056699
34,freeship,164.67218067244525,172.35719196010538
34,combo,187.63917322907662,390.8973839620834
34,flashsale,642.0401263229236,715.049060805598
34,loyalty,455.84397498875376,418.54196393896177
35,voucher,432.2547236479853,407.1140219740018
35,freeship,164.67218067244525,267.85026653645707
35,combo,187.63917322907662,285.99129713306183
35,flashsale,642.0401263229236,468.3146782295242
35,loyalty,455.84397498875376,386.54197277728645
36,voucher,432.2547236479853,463.871152936308
36,freeship,164.67218067244525,226.41275424495052
36,combo,187.63917322907662,47.410906680682615
36,flashsale,642.0401263229236,716.0789717988887
36,loyalty,455.84397498875376,527.7219512458933
37,voucher,432.2547236479853,141.49883453154723
37,freeship,164.67218067244525,322.4931299463833
37,combo,187.63917322907662,86.15710066199654
37,flashsale,642.0401263229236,589.0820604051953
37,loyalty,455.84397498875376,332.6206617695027
38,voucher,432.2547236479853,433.3009239230308
38,freeship,164.67218067244525,326.90747567741744
38,combo,187.63917322907662,121.11708618225956
38,flashsale,642.0401263229236,707.2064797139689
38,loyalty,455.84397498875376,596.6900120233631
39,voucher,432.2547236479853,198.42272395875247
39,freeship,164.67218067244525,77.40563529168746
39,combo,187.63917322907662,262.3355548628385
39,flashsale,642.0401263229236,722.380486113777
39,loyalty,455.84397498875376,644.0719604358798
40,voucher,432.2547236479853,428.4331508079538
40,freeship,164.67218067244525,221.6171186606274
40,combo,187.63917322907662,97.6933338716732
40,flashsale,642.0401263229236,805.8177681088686
40,loyalty,455.84397498875376,490.56629689873887
41,voucher,432.2547236479853,244.89075144596086
41,freeship,164.67218067244525,56.41266132522436
41,combo,187.63917322907662,235.64680153798545
41,flashsale,642.0401263229236,652.4248255921016
41,loyalty,455.84397498875376,279.4178504274759
42,voucher,432.2547236479853,385.92180078903453
42,freeship,164.67218067244525,108.63998259316509
42,combo,187.63917322907662,154.86707247366152
42,flashsale,642.0401263229236,567.6866119996993
42,loyalty,455.84397498875376,419.93327663850766
43,voucher,432.2547236479853,412.18489618918966
43,freeship,164.67218067244525,227.7182877484831
43,combo,187.63917322907662,248.54221298146163
43,flashsale,642.0401263229236,791.2460254939351
43,loyalty,455.84397498875376,322.76211647294224
44,voucher,432.2547236479853,573.8982942471798
44,freeship,164.67218067244525,372.20419461750146
44,combo,187.63917322907662,251.20536377798447
44,flashsale,642.0401263229236,572.9692153271347
44,loyalty,455.84397498875376,448.0487851111373
45,voucher,432.2547236479853,355.8743899126361
45,freeship,164.67218067244525,208.86171218087122
45,combo,187.63917322907662,286.779565324619
45,flashsale,642.0401263229236,592.7189465928192
45,loyalty,455.84397498875376,565.0022757192445
46,voucher,432.2547236479853,572.3684149092048
46,freeship,164.67218067244525,185.40848373784416
46,combo,187.63917322907662,476.82423820026025
46,flashsale,642.0401263229236,553.4541269180424
46,loyalty,455.84397498875376,490.97972918487625
47,voucher,432.2547236479853,507.20079862731484
47,freeship,164.67218067244525,50.10845355907834
47,combo,187.63917322907662,136.7244198675075
47,flashsale,642.0401263229236,625.7581159596477
47,loyalty,455.84397498875376,506.45753253400136
48,voucher,432.2547236479853,435.8934785433006
48,freeship,164.67218067244525,166.74289005307625
48,combo,187.63917322907662,100.47281870027186
48,flashsale,642.0401263229236,560.8020882738725
48,loyalty,455.84397498875376,512.8207080091523
49,voucher,432.2547236479853,435.18662425265495
49,freeship,164.67218067244525,229.0672237330438
49,combo,187.63917322907662,185.53133660017522
49,flashsale,642.0401263229236,582.6902893216314
49,loyalty,455.84397498875376,327.8348582691791
50,voucher,432.2547236479853,353.14822702214025
50,freeship,164.67218067244525,29.811225149772156
50,combo,187.63917322907662,239.95333468540122
50,flashsale,642.0401263229236,843.9445099657498
50,loyalty,455.84397498875376,486.0016335412324
51,voucher,432.2547236479853,407.8895194055329
51,freeship,164.67218067244525,38.56563880316769
51,combo,187.63917322907662,202.30203264680873
51,flashsale,642.0401263229236,700.7255725801597
51,loyalty,455.84397498875376,406.2031185045045
52,voucher,432.2547236479853,460.6407796239041
52,freeship,164.67218067244525,193.5392373014783
52,combo,187.63917322907662,113.02548879813084
52,flashsale,642.0401263229236,541.8956792897245
52,loyalty,455.84397498875376,392.06975596966396
53,voucher,432.2547236479853,315.2228234686823
53,freeship,164.67218067244525,161.64769745515724
53,combo,187.63917322907662,165.75958376141062
53,flashsale,642.0401263229236,769.9896265136516
53,loyalty,455.84397498875376,541.484374040712
54,voucher,432.2547236479853,285.93542477104324
54,freeship,164.67218067244525,43.87214119156695
54,combo,187.63917322907662,342.2529877014715
54,flashsale,642.0401263229236,545.3152290754465
54,loyalty,455.84397498875376,383.0761811503729
55,voucher,432.2547236479853,529.5508682392276
55,freeship,164.67218067244525,62.145468921539305
55,combo,187.63917322907662,20.528298600727084
55,flashsale,642.0401263229236,526.2971268737059
55,loyalty,455.84397498875376,499.3102149305494
56,voucher,432.2547236479853,454.13686507753874
56,freeship,164.67218067244525,41.6094564370819
56,combo,187.63917322907662,232.5653833979823
56,flashsale,642.0401263229236,607.1652548250133
56,loyalty,455.84397498875376,358.8720492925419
57,voucher,432.2547236479853,595.1573585730993
57,freeship,164.67218067244525,143.60263872033875
57,combo,187.63917322907662,184.0884683279524
57,flashsale,642.0401263229236,527.5721429833933
57,loyalty,455.84397498875376,515.7111796645261
58,voucher,432.2547236479853,347.61927720531185
58,freeship,164.67218067244525,304.0959848269606
58,combo,187.63917322907662,135.30090068390146
58,flashsale,642.0401263229236,488.8419969950487
58,loyalty,455.84397498875376,477.9969557889732
59,voucher,432.2547236479853,569.3631833143768
59,freeship,164.67218067244525,30.211903498839348
59,combo,187.63917322907662,259.91379019327064
59,flashsale,642.0401263229236,541.8304335835454
59,loyalty,455.84397498875376,596.0477789210934
60,voucher,432.2547236479853,626.9474035033666
60,freeship,164.67218067244525,165.03971139807766
60,combo,187.63917322907662,279.0987078508399
60,flashsale,642.0401263229236,708.7980914301884
60,loyalty,455.84397498875376,470.22558528429533
61,voucher,432.2547236479853,504.1486598677436
61,freeship,164.67218067244525,300.991458746959
61,combo,187.63917322907662,192.42870656674822
61,flashsale,642.0401263229236,602.2838932589593
61,loyalty,455.84397498875376,399.1663047378572
62,voucher,432.2547236479853,450.29902037509663
62,freeship,164.67218067244525,383.2961935646965
62,combo,187.63917322907662,210.93859443566498
62,flashsale,642.0401263229236,724.598285645721
62,loyalty,455.84397498875376,390.4660038838688
63,voucher,432.2547236479853,417.8432653737017
63,freeship,164.67218067244525,184.82158648978051
63,combo,187.63917322907662,226.80639661454268
63,flashsale,642.0401263229236,454.991673840765
63,loyalty,455.84397498875376,393.0975827823288
64,voucher,432.2547236479853,183.45066573862633
64,freeship,164.67218067244525,1.6364220622276093
64,combo,187.63917322907662,174.9266884361549
64,flashsale,642.0401263229236,545.9086672506797
64,loyalty,455.84397498875376,664.9145430153325
65,voucher,432.2547236479853,276.5599449032714
65,freeship,164.67218067244525,316.8208004504901
65,combo,187.63917322907662,141.82649694884617
65,flashsale,642.0401263229236,788.0339318866168
65,loyalty,455.84397498875376,505.80431628460383
66,voucher,432.2547236479853,498.74684713184996
66,freeship,164.67218067244525,77.04860073579239
66,combo,187.63917322907662,418.031997736133
66,flashsale,642.0401263229236,714.899095332449
66,loyalty,455.84397498875376,611.6883726382803
67,voucher,432.2547236479853,283.27538676261224
67,freeship,164.67218067244525,154.90771841860504
67,combo,187.63917322907662,126.28675292974238
67,flashsale,642.0401263229236,869.0152184556463
67,loyalty,455.84397498875376,420.37131188541946
68,voucher,432.2547236479853,331.9088441664177
68,freeship,164.67218067244525,229.36100926940503
68,combo,187.63917322907662,227.56122470698642
68,flashsale,642.0401263229236,561.9363798317031
68,loyalty,455.84397498875376,455.4004610278718
69,voucher,432.2547236479853,442.08739213975645
69,freeship,164.67218067244525,296.79076728950736
69,combo,187.63917322907662,85.1657064795678
69,flashsale,642.0401263229236,659.5233341626113
69,loyalty,455.84397498875376,465.1332990361877
70,voucher,432.2547236479853,329.88880052840705
70,freeship,164.67218067244525,178.7726107996684
70,combo,187.63917322907662,-0.12071017789060079
70,flashsale,642.0401263229236,633.2400954839635
70,loyalty,455.84397498875376,437.19675381115366
71,voucher,432.2547236479853,423.96097743781564
71,freeship,164.67218067244525,130.08940174461287
71,combo,187.63917322907662,82.76798083097898
71,flashsale,642.0401263229236,575.4294461115783
71,loyalty,455.84397498875376,328.4088020363034
72,voucher,432.2547236479853,338.70439432176875
72,freeship,164.67218067244525,217.93635552728685
72,combo,187.63917322907662,185.0171023459187
72,flashsale,642.0401263229236,446.10895859974335
72,loyalty,455.84397498875376,467.0821122676636
73,voucher,432.2547236479853,612.5113461269807
73,freeship,164.67218067244525,307.9665820132341
73,combo,187.63917322907662,142.25133946519614
73,flashsale,642.0401263229236,690.7942593003224
73,loyalty,455.84397498875376,529.1274278221723
74,voucher,432.2547236479853,322.21453699223144
74,freeship,164.67218067244525,228.5900391483674
74,combo,187.63917322907662,246.2214323888102
74,flashsale,642.0401263229236,721.7548780739406
74,loyalty,455.84397498875376,533.5447597854816
75,voucher,432.2547236479853,470.474060132066
75,freeship,164.67218067244525,7.513160354788283
75,combo,187.63917322907662,172.97614239913986
75,flashsale,642.0401263229236,614.9240081326714
75,loyalty,455.84397498875376,490.7686997289119
76,voucher,432.2547236479853,447.30950041583907
76,freeship,164.67218067244525,136.37400125596034
76,combo,187.63917322907662,161.4973633334069
76,flashsale,642.0401263229236,739.1671999202993
76,loyalty,455.84397498875376,500.4409889145468
77,voucher,432.2547236479853,468.0436546938945
77,freeship,164.67218067244525,293.32326448932395
77,combo,187.63917322907662,269.0133492392498
77,flashsale,642.0401263229236,602.355312990526
77,loyalty,455.84397498875376,492.7717301724234
78,voucher,432.2547236479853,432.19753312379424
78,freeship,164.67218067244525,49.39851995019191
78,combo,187.63917322907662,-58.74601449453016
78,flashsale,642.0401263229236,904.9604155665309
78,loyalty,455.84397498875376,470.2730133572152
79,voucher,432.2547236479853,307.6065189887654
79,freeship,164.67218067244525,97.1466531768419
79,combo,187.63917322907662,224.22650083187892
79,flashsale,642.0401263229236,657.8988375779655
79,loyalty,455.84397498875376,576.0404989862514
80,voucher,432.2547236479853,633.9784359007471
80,freeship,164.67218067244525,111.63143790693748
80,combo,187.63917322907662,170.13421505081845
80,flashsale,642.0401263229236,635.0175421785566
80,loyalty,455.84397498875376,394.01916347283003
81,voucher,432.2547236479853,292.5041198491861
81,freeship,164.67218067244525,182.8428104774231
81,combo,187.63917322907662,285.26047392823256
81,flashsale,642.0401263229236,853.00370970688
81,loyalty,455.84397498875376,420.7373258616564
82,voucher,432.2547236479853,485.10621362849275
82,freeship,164.67218067244525,181.26969035274374
82,combo,187.63917322907662,264.08111926584377
82,flashsale,642.0401263229236,678.3137756109105
82,loyalty,455.84397498875376,501.230856511177
83,voucher,432.2547236479853,457.5626218514593
83,freeship,164.67218067244525,158.11940203953318
83,combo,187.63917322907662,193.54566096956822
83,flashsale,642.0401263229236,657.6724838419036
83,loyalty,455.84397498875376,592.1358438008831
84,voucher,432.2547236479853,471.1232337751552
84,freeship,164.67218067244525,145.0078611025819
84,combo,187.63917322907662,93.1580559915411
84,flashsale,642.0401263229236,730.8855708834743
84,loyalty,455.84397498875376,462.7185583556205
85,voucher,432.2547236479853,605.8472505611987
85,freeship,164.67218067244525,245.2906631087336
85,combo,187.63917322907662,213.88197612309892
85,flashsale,642.0401263229236,660.6388428761317
85,loyalty,455.84397498875376,697.3936291362143
86,voucher,432.2547236479853,348.2037104040293
86,freeship,164.67218067244525,71.0471759874146
86,combo,187.63917322907662,148.7620921366491
86,flashsale,642.0401263229236,788.0608914955973
86,loyalty,455.84397498875376,426.444075467507
87,voucher,432.2547236479853,354.04650688079585
87,freeship,164.67218067244525,146.20463705182948
87,combo,187.63917322907662,219.83538880331034
87,flashsale,642.0401263229236,617.9844511644511
87,loyalty,455.84397498875376,602.9632739460129
88,voucher,432.2547236479853,344.30443191267943
88,freeship,164.67218067244525,217.1733678250421
88,combo,187.63917322907662,77.9713783787289
88,flashsale,642.0401263229236,774.7887831230477
88,loyalty,455.84397498875376,333.5778566660451
89,voucher,432.2547236479853,406.5056897716693
89,freeship,164.67218067244525,195.0121256262198
89,combo,187.63917322907662,288.76117858903535
89,flashsale,642.0401263229236,526.1454039894196
89,loyalty,455.84397498875376,310.4988501083303
90,voucher,432.2547236479853,521.0001916070757
90,freeship,164.67218067244525,106.86479653765275
90,combo,187.63917322907662,107.03628748681106
90,flashsale,642.0401263229236,641.9997528183961
90,loyalty,455.84397498875376,525.106685116957
91,voucher,432.2547236479853,422.06612493831597
91,freeship,164.67218067244525,250.95994310833413
91,combo,187.63917322907662,175.20382995438055
91,flashsale,642.0401263229236,669.7969387640431
91,loyalty,455.84397498875376,350.8448044884813
92,voucher,432.2547236479853,475.18830362129324
92,freeship,164.67218067244525,87.56718451358867
92,combo,187.63917322907662,170.6256266858391
92,flashsale,642.0401263229236,719.0344958910122
92,loyalty,455.84397498875376,375.47962813543876
93,voucher,432.2547236479853,364.383398537344
93,freeship,164.67218067244525,142.58402415118272
93,combo,187.63917322907662,209.0594126351781
93,flashsale,642.0401263229236,634.5628188957392
93,loyalty,455.84397498875376,527.51532638402
94,voucher,432.2547236479853,554.9649102902836
94,freeship,164.67218067244525,244.58708938829488
94,combo,187.63917322907662,178.29855957078064
94,flashsale,642.0401263229236,575.1662665493967
94,loyalty,455.84397498875376,342.0125679039584
95,voucher,432.2547236479853,395.69348336550956
95,freeship,164.67218067244525,352.45852048375207
95,combo,187.63917322907662,114.12526520177697
95,flashsale,642.0401263229236,564.8056197335635
95,loyalty,455.84397498875376,616.6615280413185
96,voucher,432.2547236479853,634.9609265528252
96,freeship,164.67218067244525,189.02847648000028
96,combo,187.63917322907662,42.0826047038818
96,flashsale,642.0401263229236,666.8629197596144
96,loyalty,455.84397498875376,458.34077410501874
97,voucher,432.2547236479853,343.69033307231587
97,freeship,164.67218067244525,131.20313473299097
97,combo,187.63917322907662,139.12685593275776
97,flashsale,642.0401263229236,653.9375934137344
97,loyalty,455.84397498875376,456.89334642014455
98,voucher,432.2547236479853,432.5609642358928
98,freeship,164.67218067244525,120.34556995077654
98,combo,187.63917322907662,312.8528957809408
98,flashsale,642.0401263229236,618.9572869971234
98,loyalty,455.84397498875376,492.81442463832695
99,voucher,432.2547236479853,462.2162722076624
99,freeship,164.67218067244525,74.32838995692174
99,combo,187.63917322907662,22.7349636000844
99,flashsale,642.0401263229236,655.8785021064083
99,loyalty,455.84397498875376,568.0539977594045
100,voucher,432.2547236479853,463.3357480913198
100,freeship,164.67218067244525,-18.82317455757166
100,combo,187.63917322907662,84.4567774630667
100,flashsale,642.0401263229236,810.6686783832915
100,loyalty,455.84397498875376,636.5457704814619
101,voucher,432.2547236479853,300.2736265258623
101,freeship,164.67218067244525,158.9866721678603
101,combo,187.63917322907662,190.26549695352915
101,flashsale,642.0401263229236,577.6062312221707
101,loyalty,455.84397498875376,448.9277121198077
102,voucher,432.2547236479853,389.35841625957033
102,freeship,164.67218067244525,141.11046278582646
102,combo,187.63917322907662,250.0627102188507
102,flashsale,642.0401263229236,581.5528390459474
102,loyalty,455.84397498875376,484.0745137596172
103,voucher,432.2547236479853,549.5263851328082
103,freeship,164.67218067244525,195.7644292907105
103,combo,187.63917322907662,163.19723564836752
103,flashsale,642.0401263229236,720.5314295365457
103,loyalty,455.84397498875376,372.1648011616354
104,voucher,432.2547236479853,332.00551890617317
104,freeship,164.67218067244525,-55.70978205689855
104,combo,187.63917322907662,42.66647625106853
104,flashsale,642.0401263229236,615.6532525452625
104,loyalty,455.84397498875376,457.358958323185
105,voucher,432.2547236479853,161.63813898235588
105,freeship,164.67218067244525,-5.086745561276956
105,combo,187.63917322907662,414.9170348400012
105,flashsale,642.0401263229236,697.0831015218367
105,loyalty,455.84397498875376,558.5140615625357
106,voucher,432.2547236479853,529.2726200953504
106,freeship,164.67218067244525,178.75392840208355
106,combo,187.63917322907662,146.06109987087135
106,flashsale,642.0401263229236,782.174978146184
106,loyalty,455.84397498875376,675.8303835728968
107,voucher,432.2547236479853,497.6753305671223
107,freeship,164.67218067244525,526.9080132827831
107,combo,187.63917322907662,171.71981173699004
107,flashsale,642.0401263229236,729.5028140086114
107,loyalty,455.84397498875376,351.19292267150047
108,voucher,432.2547236479853,355.654253247056
108,freeship,164.67218067244525,187.55323221183417
108,combo,187.63917322907662,12.305297902739312
108,flashsale,642.0401263229236,475.99557997925376
108,loyalty,455.84397498875376,265.5500489488086
109,voucher,432.2547236479853,612.8615626491361
109,freeship,164.67218067244525,252.07814331298812
109,combo,187.63917322907662,432.5558132550251
109,flashsale,642.0401263229236,573.4057672709299
109,loyalty,455.84397498875376,417.06844340819237
110,voucher,432.2547236479853,436.90353998974234
110,freeship,164.67218067244525,194.63433948221856
110,combo,187.63917322907662,45.26343597163455
110,flashsale,642.0401263229236,761.8530772177465
110,loyalty,455.84397498875376,441.9124938049639
111,voucher,432.2547236479853,672.7453696145164
111,freeship,164.67218067244525,171.17005579099796
111,combo,187.63917322907662,79.80331005756378
111,flashsale,642.0401263229236,610.1214199396018
111,loyalty,455.84397498875376,520.7520200571632
112,voucher,432.2547236479853,346.91576409933487
112,freeship,164.67218067244525,242.45532612271234
112,combo,187.63917322907662,48.00587439993106
112,flashsale,642.0401263229236,426.6426145974675
112,loyalty,455.84397498875376,489.6932218294338
113,voucher,432.2547236479853,387.7299582118109
113,freeship,164.67218067244525,17.971151008093045
113,combo,187.63917322907662,175.694915581516
113,flashsale,642.0401263229236,494.14826705902374
113,loyalty,455.84397498875376,452.23862299049085
114,voucher,432.2547236479853,434.22979429688087
114,freeship,164.67218067244525,64.2452153511411
114,combo,187.63917322907662,121.44059691888958
114,flashsale,642.0401263229236,748.1733198925106
114,loyalty,455.84397498875376,287.1916275824241
115,voucher,432.2547236479853,427.0153376728525
115,freeship,164.67218067244525,98.12456667758835
115,combo,187.63917322907662,222.61943390281942
115,flashsale,642.0401263229236,605.3366176814204
115,loyalty,455.84397498875376,442.50083427274075
116,voucher,432.2547236479853,453.6657184687997
116,freeship,164.67218067244525,133.11502134812963
116,combo,187.63917322907662,230.0489369804173
116,flashsale,642.0401263229236,688.3715372955058
116,loyalty,455.84397498875376,476.55842599940456
117,voucher,432.2547236479853,499.19805203021303
117,freeship,164.67218067244525,65.18701075650362
117,combo,187.63917322907662,42.38748420357808
117,flashsale,642.0401263229236,716.33415031294
117,loyalty,455.84397498875376,320.659370836754
118,voucher,432.2547236479853,413.6685761262647
118,freeship,164.67218067244525,239.70365944004664
118,combo,187.63917322907662,237.17676757926802
118,flashsale,642.0401263229236,653.7845758115154
118,loyalty,455.84397498875376,304.71009186608387
119,voucher,432.2547236479853,359.7854931505844
119,freeship,164.67218067244525,373.98939347762337
119,combo,187.63917322907662,119.1746535553346
119,flashsale,642.0401263229236,771.7232073645484
119,loyalty,455.84397498875376,591.3829001358686
120,voucher,432.2547236479853,135.4584473062353
120,freeship,164.67218067244525,32.41140522716475
120,combo,187.63917322907662,188.8337988466886
120,flashsale,642.0401263229236,671.4752692182578
120,loyalty,455.84397498875376,402.4379813243254
121,voucher,432.2547236479853,401.9475978270061
121,freeship,164.67218067244525,95.23831977553922
121,combo,187.63917322907662,261.6500626924436
121,flashsale,642.0401263229236,761.5569004709708
121,loyalty,455.84397498875376,498.27950871726284
122,voucher,432.2547236479853,442.2367598371057
122,freeship,164.67218067244525,21.240967261449754
122,combo,187.63917322907662,192.36969013460603
122,flashsale,642.0401263229236,704.9487774715302
122,loyalty,455.84397498875376,452.69272551192694
123,voucher,432.2547236479853,543.6162085503229
123,freeship,164.67218067244525,144.00399574639326
123,combo,187.63917322907662,-50.34670481251871
123,flashsale,642.0401263229236,403.5606216429113
123,loyalty,455.84397498875376,324.2052023483848
124,voucher,432.2547236479853,562.9870227631297
124,freeship,164.67218067244525,-32.20940218523859
124,combo,187.63917322907662,132.45737866712957
124,flashsale,642.0401263229236,788.147497370614
124,loyalty,455.84397498875376,294.66811342399683
125,voucher,432.2547236479853,564.9556276206508
125,freeship,164.67218067244525,16.320239165818407
125,combo,187.63917322907662,336.963563301166
125,flashsale,642.0401263229236,648.7565006203668
